Token,File,Matrix,TimePeriod
KNRE_MIX_IVTT_DDOT,EA_KNRE_MIX_Skim.omx,IVTT_DDOT,EA
KNRE_MIX_IVTT_SMART,EA_KNRE_MIX_Skim.omx,IVTT_SMART,EA
KNRE_MIX_IVTT_AAATA,EA_KNRE_MIX_Skim.omx,IVTT_AAATA,EA
KNRE_MIX_IVTT_UMT,EA_KNRE_MIX_Skim.omx,IVTT_UMT,EA
KNRE_MIX_IVTT_BWAT,EA_KNRE_MIX_Skim.omx,IVTT_BWAT,EA
KNRE_MIX_IVTT_LET,EA_KNRE_MIX_Skim.omx,IVTT_LET,EA
KNRE_LOC_IVTT_DDOT,AM_KNRE_LOC_Skim.omx,IVTT_DDOT,AM
KNRE_LOC_IVTT_SMART,AM_KNRE_LOC_Skim.omx,IVTT_SMART,AM
KNRE_LOC_IVTT_AAATA,AM_KNRE_LOC_Skim.omx,IVTT_AAATA,AM
KNRE_LOC_IVTT_UMT,AM_KNRE_LOC_Skim.omx,IVTT_UMT,AM
KNRE_LOC_IVTT_BWAT,AM_KNRE_LOC_Skim.omx,IVTT_BWAT,AM
KNRE_LOC_IVTT_LET,AM_KNRE_LOC_Skim.omx,IVTT_LET,AM
KNRE_PRM_IVTT_DDOT,AM_KNRE_PRM_Skim.omx,IVTT_DDOT,AM
KNRE_PRM_IVTT_SMART,AM_KNRE_PRM_Skim.omx,IVTT_SMART,AM
KNRE_PRM_IVTT_AAATA,AM_KNRE_PRM_Skim.omx,IVTT_AAATA,AM
KNRE_PRM_IVTT_UMT,AM_KNRE_PRM_Skim.omx,IVTT_UMT,AM
KNRE_PRM_IVTT_BWAT,AM_KNRE_PRM_Skim.omx,IVTT_BWAT,AM
KNRE_PRM_IVTT_LET,AM_KNRE_PRM_Skim.omx,IVTT_LET,AM
KNRE_MIX_IVTT_DDOT,AM_KNRE_MIX_Skim.omx,IVTT_DDOT,AM
KNRE_MIX_IVTT_SMART,AM_KNRE_MIX_Skim.omx,IVTT_SMART,AM
KNRE_MIX_IVTT_AAATA,AM_KNRE_MIX_Skim.omx,IVTT_AAATA,AM
KNRE_MIX_IVTT_UMT,AM_KNRE_MIX_Skim.omx,IVTT_UMT,AM
KNRE_MIX_IVTT_BWAT,AM_KNRE_MIX_Skim.omx,IVTT_BWAT,AM
KNRE_MIX_IVTT_LET,AM_KNRE_MIX_Skim.omx,IVTT_LET,AM
KNRE_LOC_IVTT_DDOT,MD_KNRE_LOC_Skim.omx,IVTT_DDOT,MD
KNRE_LOC_IVTT_SMART,MD_KNRE_LOC_Skim.omx,IVTT_SMART,MD
KNRE_LOC_IVTT_AAATA,MD_KNRE_LOC_Skim.omx,IVTT_AAATA,MD
KNRE_LOC_IVTT_UMT,MD_KNRE_LOC_Skim.omx,IVTT_UMT,MD
KNRE_LOC_IVTT_BWAT,MD_KNRE_LOC_Skim.omx,IVTT_BWAT,MD
KNRE_LOC_IVTT_LET,MD_KNRE_LOC_Skim.omx,IVTT_LET,MD
KNRE_PRM_IVTT_DDOT,MD_KNRE_PRM_Skim.omx,IVTT_DDOT,MD
KNRE_PRM_IVTT_SMART,MD_KNRE_PRM_Skim.omx,IVTT_SMART,MD
KNRE_PRM_IVTT_AAATA,MD_KNRE_PRM_Skim.omx,IVTT_AAATA,MD
KNRE_PRM_IVTT_UMT,MD_KNRE_PRM_Skim.omx,IVTT_UMT,MD
KNRE_PRM_IVTT_BWAT,MD_KNRE_PRM_Skim.omx,IVTT_BWAT,MD
KNRE_PRM_IVTT_LET,MD_KNRE_PRM_Skim.omx,IVTT_LET,MD
KNRE_MIX_IVTT_DDOT,MD_KNRE_MIX_Skim.omx,IVTT_DDOT,MD
KNRE_MIX_IVTT_SMART,MD_KNRE_MIX_Skim.omx,IVTT_SMART,MD
KNRE_MIX_IVTT_AAATA,MD_KNRE_MIX_Skim.omx,IVTT_AAATA,MD
KNRE_MIX_IVTT_UMT,MD_KNRE_MIX_Skim.omx,IVTT_UMT,MD
KNRE_MIX_IVTT_BWAT,MD_KNRE_MIX_Skim.omx,IVTT_BWAT,MD
KNRE_MIX_IVTT_LET,MD_KNRE_MIX_Skim.omx,IVTT_LET,MD
KNRE_LOC_IVTT_DDOT,PM_KNRE_LOC_Skim.omx,IVTT_DDOT,PM
KNRE_LOC_IVTT_SMART,PM_KNRE_LOC_Skim.omx,IVTT_SMART,PM
KNRE_LOC_IVTT_AAATA,PM_KNRE_LOC_Skim.omx,IVTT_AAATA,PM
KNRE_LOC_IVTT_UMT,PM_KNRE_LOC_Skim.omx,IVTT_UMT,PM
KNRE_LOC_IVTT_BWAT,PM_KNRE_LOC_Skim.omx,IVTT_BWAT,PM
KNRE_LOC_IVTT_LET,PM_KNRE_LOC_Skim.omx,IVTT_LET,PM
KNRE_PRM_IVTT_DDOT,PM_KNRE_PRM_Skim.omx,IVTT_DDOT,PM
KNRE_PRM_IVTT_SMART,PM_KNRE_PRM_Skim.omx,IVTT_SMART,PM
KNRE_PRM_IVTT_AAATA,PM_KNRE_PRM_Skim.omx,IVTT_AAATA,PM
KNRE_PRM_IVTT_UMT,PM_KNRE_PRM_Skim.omx,IVTT_UMT,PM
KNRE_PRM_IVTT_BWAT,PM_KNRE_PRM_Skim.omx,IVTT_BWAT,PM
KNRE_PRM_IVTT_LET,PM_KNRE_PRM_Skim.omx,IVTT_LET,PM
KNRE_MIX_IVTT_DDOT,PM_KNRE_MIX_Skim.omx,IVTT_DDOT,PM
KNRE_MIX_IVTT_SMART,PM_KNRE_MIX_Skim.omx,IVTT_SMART,PM
KNRE_MIX_IVTT_AAATA,PM_KNRE_MIX_Skim.omx,IVTT_AAATA,PM
KNRE_MIX_IVTT_UMT,PM_KNRE_MIX_Skim.omx,IVTT_UMT,PM
KNRE_MIX_IVTT_BWAT,PM_KNRE_MIX_Skim.omx,IVTT_BWAT,PM
KNRE_MIX_IVTT_LET,PM_KNRE_MIX_Skim.omx,IVTT_LET,PM
KNRE_LOC_IVTT_DDOT,EV_KNRE_LOC_Skim.omx,IVTT_DDOT,EV
KNRE_LOC_IVTT_SMART,EV_KNRE_LOC_Skim.omx,IVTT_SMART,EV
KNRE_LOC_IVTT_AAATA,EV_KNRE_LOC_Skim.omx,IVTT_AAATA,EV
KNRE_LOC_IVTT_UMT,EV_KNRE_LOC_Skim.omx,IVTT_UMT,EV
KNRE_LOC_IVTT_BWAT,EV_KNRE_LOC_Skim.omx,IVTT_BWAT,EV
KNRE_LOC_IVTT_LET,EV_KNRE_LOC_Skim.omx,IVTT_LET,EV
KNRE_PRM_IVTT_DDOT,EV_KNRE_PRM_Skim.omx,IVTT_DDOT,EV
KNRE_PRM_IVTT_SMART,EV_KNRE_PRM_Skim.omx,IVTT_SMART,EV
KNRE_PRM_IVTT_AAATA,EV_KNRE_PRM_Skim.omx,IVTT_AAATA,EV
KNRE_PRM_IVTT_UMT,EV_KNRE_PRM_Skim.omx,IVTT_UMT,EV
KNRE_PRM_IVTT_BWAT,EV_KNRE_PRM_Skim.omx,IVTT_BWAT,EV
KNRE_PRM_IVTT_LET,EV_KNRE_PRM_Skim.omx,IVTT_LET,EV
KNRE_MIX_IVTT_DDOT,EV_KNRE_MIX_Skim.omx,IVTT_DDOT,EV
KNRE_MIX_IVTT_SMART,EV_KNRE_MIX_Skim.omx,IVTT_SMART,EV
KNRE_MIX_IVTT_AAATA,EV_KNRE_MIX_Skim.omx,IVTT_AAATA,EV
KNRE_MIX_IVTT_UMT,EV_KNRE_MIX_Skim.omx,IVTT_UMT,EV
KNRE_MIX_IVTT_BWAT,EV_KNRE_MIX_Skim.omx,IVTT_BWAT,EV
KNRE_MIX_IVTT_LET,EV_KNRE_MIX_Skim.omx,IVTT_LET,EV
